Hour,Total_Volume,Avg_Tx,Median_Tx,Tx_Std,Tx_Count,Unique_Senders,Unique_Receivers,Large_Tx_Count,Volume_Per_Sender,Tx_Per_Sender,Volume_Change_Pct,TxCount_Change_Pct,is_stress_period
2022-05-05 15:00:00,486.029680033019,0.07911927072000961,0.00249,0.6106733468927975,6143,2635,3765,321,0.18445149147363152,2.3313092979127137,30.580772751337104,18.544963334619837,False
2022-05-05 16:00:00,255.407895969027,0.04866766310385423,0.0018665603360000001,0.377122223673132,5248,2597,3266,178,0.09834728377706084,2.0207932229495573,-47.4501442068979,-14.569428617939117,False
2022-05-05 17:00:00,693.212473475053,0.142255791806906,0.001503695554,2.585790890293595,4873,2557,3012,183,0.2711038222428835,1.905748924520923,171.41387733726057,-7.145579268292678,False
2022-05-05 18:00:00,182.080268403112,0.04288277635494866,0.0016324084015,0.3073040559044007,4246,1899,2792,142,0.09588218451980622,2.2359136387572405,-73.73384418627825,-12.866817155756205,False
2022-05-05 19:00:00,367.54443303699,0.0792976123057152,0.001637,0.8578159921870875,4635,2098,2988,200,0.17518800430743087,2.2092469018112486,101.85846399527172,9.161563824776264,False
2022-05-05 20:00:00,208.153322608,0.05490723360801899,0.001228468647,0.7181391870443335,3791,1843,2478,126,0.11294266012371133,2.056972327726533,-43.366487450769995,-18.209277238403455,False
2022-05-05 21:00:00,116.769328379149,0.04956253326789007,0.001005,0.8754707464049842,2356,1039,1744,49,0.11238626408002791,2.2675649663137634,-43.902251034900765,-37.852809285149036,False
2022-05-05 22:00:00,135.845860711422,0.04788363084646528,0.00102,0.3657946092068892,2837,1416,1924,71,0.09593634231032627,2.003531073446328,16.336937616299085,20.415959252971128,False
2022-05-05 23:00:00,286.15776808137,0.10115156171133617,0.0010075,1.3202467690901536,2829,1383,1820,92,0.20691089521429504,2.0455531453362257,110.64886819721087,-0.28198801550933794,False
2022-05-06 00:00:00,121.771748806046,0.04467048745636317,0.00097368498,0.2929086684683233,2726,1436,1715,92,0.08479926797078413,1.8983286908077994,-57.44593983154783,-3.640862495581476,False
2022-05-06 01:00:00,85.803167432629,0.03286218591827997,0.000939522476,0.2096980843357062,2611,1265,1768,75,0.0678285908558332,2.0640316205533598,-29.537706180689394,-4.218635363169476,False
2022-05-06 02:00:00,243.70730674454,0.0703339990604733,0.0011234347170000001,0.5747936902846608,3465,2094,1873,120,0.11638362308717287,1.654727793696275,184.03066464404628,32.707774798927616,False
2022-05-06 03:00:00,116.108177835946,0.0384082625987251,0.0013581240009999998,0.25737206481111446,3023,1856,1639,100,0.06255828547195366,1.628771551724138,-52.35753109460381,-12.756132756132754,False
2022-05-06 04:00:00,173.40115417627499,0.06450935795248325,0.0012785652245,0.4140462277584459,2688,1451,1751,133,0.11950458592437972,1.8525155065472088,49.344479784430504,-11.081706913661925,False
2022-05-06 05:00:00,195.708214259752,0.06556389087428878,0.0010907656750000002,0.8993954558505646,2985,1660,1892,88,0.11789651461430843,1.7981927710843373,12.864424224535576,11.049107142857139,False
2022-05-06 06:00:00,178.043553530478,0.05059492853949361,0.0013203340559999998,0.38360622690356466,3519,1923,2301,116,0.09258635128990016,1.8299531981279251,-9.026019064191527,17.88944723618091,False
2022-05-06 07:00:00,182.224423700685,0.04359435973700598,0.0018917112289999999,0.3860565431999808,4180,2175,2596,148,0.0837813442302,1.92183908045977,2.348228895291804,18.78374538221086,False
2022-05-06 08:00:00,365.613565763003,0.08358792084202173,0.0015060659500000001,1.5298204645017839,4374,2235,2904,182,0.16358548803713782,1.957046979865772,100.63916698869417,4.641148325358846,False
2022-05-06 09:00:00,508.58769713253497,0.12486808179045789,0.0014,4.763518386548808,4073,2136,2744,130,0.23810285446279728,1.9068352059925093,39.10525887384886,-6.881572930955649,False
2022-05-06 10:00:00,426.129330969909,0.09834510292405008,0.0015,1.8591634863842905,4333,2330,2732,144,0.18288812487978928,1.859656652360515,-16.21320504360093,6.38350110483672,False
2022-05-06 11:00:00,312.148733480097,0.06638637462358507,0.0017115,0.4612967823519887,4702,2285,3076,220,0.13660776082279957,2.0577680525164115,-26.747888306674838,8.516039695361188,False
2022-05-06 12:00:00,187.197963431782,0.03734995279963727,0.001371965793,0.30068392364639723,5012,2451,3230,130,0.07637615807090249,2.0448796409628724,-40.02924139888654,6.592939174819223,False
2022-05-06 13:00:00,446.991406988297,0.08333173135501436,0.001849164572,0.9597800165246484,5364,2477,3364,274,0.18045676503362817,2.165522809850626,138.78005871104895,7.023144453312047,False
2022-05-06 14:00:00,467.457401333036,0.10182038800545327,0.0019228180700000001,1.038634539779818,4591,2108,3102,244,0.22175398545210437,2.1778937381404173,4.578610242785897,-14.410887397464577,False
2022-05-06 15:00:00,295.840421479889,0.06585939926088358,0.001256935,0.5419107862685851,4492,2136,3056,191,0.13850206998122144,2.102996254681648,-36.71285968812374,-2.1563929427140027,False
2022-05-06 16:00:00,566.360759513202,0.12842647608009114,0.0011605834935000002,1.9287399654277404,4410,2182,2902,150,0.2595603847448222,2.0210815765352885,91.44130361905351,-1.825467497773825,False
2022-05-06 17:00:00,235.037350444055,0.059639013053553666,0.001089067071,1.0729526243946546,3941,1905,2645,127,0.12337918658480578,2.068766404199475,-58.500417534916416,-10.634920634920631,False
2022-05-06 18:00:00,145.410048252297,0.03833642189620274,0.00100983114,0.32119592066997477,3793,1783,2487,103,0.08155358847576949,2.1273135165451484,-38.13321670892969,-3.7553920324790657,False
2022-05-06 19:00:00,144.02690761851,0.043631295855349896,0.001,0.3755578992842178,3301,1484,2275,106,0.0970531722496698,2.2243935309973044,-0.9512001752362775,-12.971262852623255,False
2022-05-06 20:00:00,243.312838987638,0.06896622420284523,0.0010354519735,0.5822609642826422,3528,1779,2069,149,0.13676944293852614,1.9831365935919056,68.93568223523256,6.876704029082092,False
2022-05-06 21:00:00,144.21833381609,0.051378102535122906,0.0009877469,0.6447774378367227,2807,1348,1907,67,0.10698689452232195,2.0823442136498516,-40.727199429284,-20.43650793650794,False
2022-05-06 22:00:00,116.440799815618,0.044392222575531076,0.0009,0.5635625210339172,2623,1278,1659,58,0.09111173694492802,2.0524256651017216,-19.26075088060193,-6.555040969006054,False
2022-05-06 23:00:00,88.948837048412,0.03994110329969106,0.000968999502,0.7590290566827276,2227,1086,1504,50,0.08190500649025047,2.0506445672191527,-23.610248994114645,-15.097216927182611,False
2022-05-07 00:00:00,69.071408985479,0.02854190453945413,0.0009130813765,0.3788623012037793,2420,1222,1560,42,0.0565232479422905,1.9803600654664484,-22.347035354846025,8.666367310282897,False
2022-05-07 01:00:00,80.29547166715,0.03556043917942869,0.0008485478429999999,0.27920093033483134,2258,1137,1455,65,0.07062046760523306,1.9859278803869833,16.249940237979878,-6.6942148760330555,False
2022-05-07 02:00:00,186.345741654208,0.06495146101575741,0.001068,0.7377714169560381,2869,1691,1646,58,0.11019854621774572,1.696629213483146,132.07503210974306,27.059344552701514,False
2022-05-07 03:00:00,125.814888408293,0.039304869855761634,0.001781,0.28671760776056165,3201,2137,1549,80,0.058874538328635005,1.497894244267665,-32.48308907334139,11.571976298361797,False
2022-05-07 04:00:00,124.442254466538,0.036344116374573014,0.0012566497565,0.3554349514269826,3424,2175,1661,83,0.057214829639787586,1.5742528735632184,-1.0909948410084414,6.966572945954397,False
2022-05-07 05:00:00,83.653757687598,0.028090583508259905,0.0019415961215,0.1986607912376847,2978,1903,1531,62,0.04395888475438676,1.5648975302154493,-32.77704743761923,-13.025700934579444,False
2022-05-07 06:00:00,86.261526337607,0.02466729377683929,0.001054,0.18595753720948524,3497,2367,1661,61,0.03644339938217448,1.4773975496408958,3.1173359357598907,17.42780389523171,False
2022-05-07 07:00:00,140.793962486647,0.04170437277448075,0.001804032735,0.55787512503231,3376,2056,1892,78,0.06847955373864154,1.6420233463035019,63.2175646134675,-3.4601086645696277,False
2022-05-07 08:00:00,101.76046555980601,0.03166162587423958,0.0019008469879999998,0.20143504539537113,3214,1865,1909,89,0.05456325231088794,1.7233243967828418,-27.723842867582437,-4.798578199052129,False
2022-05-07 09:00:00,192.718068205046,0.049012733521120545,0.002046994286,0.9309626983160365,3932,2494,2039,86,0.07727268171814194,1.5765838011226945,89.38402762297011,22.339763534536395,False
2022-05-07 10:00:00,206.304316362777,0.06532752259745947,0.00100808,1.4433900781374776,3158,1749,2013,62,0.11795558396956947,1.8056032018296169,7.049805077578752,-19.68463886063072,False
2022-05-07 11:00:00,71.770228319759,0.020395063461142084,0.0009787683130000001,0.1155373473096788,3519,1744,2384,53,0.04115265385307282,2.017775229357798,-65.21147517168073,11.431285623812549,False
2022-05-07 12:00:00,92.665352173096,0.025485520399641363,0.001,0.16414202679488005,3636,1887,2405,83,0.04910723485590673,1.9268680445151034,29.113915815124102,3.324808184143224,False
2022-05-07 13:00:00,220.292070420894,0.06304867499166972,0.000991985,1.1194533044650539,3494,1717,2406,89,0.1283005651839802,2.034944670937682,137.72862807384064,-3.90539053905391,False
2022-05-07 14:00:00,128.838393101773,0.04326339593746575,0.0009827107555,0.43338982476388027,2978,1535,2038,81,0.0839338065809596,1.9400651465798047,-41.51473865781368,-14.768174012593017,False
2022-05-07 15:00:00,118.736304775345,0.03816660391364352,0.00103484,0.37306362267286314,3111,1505,2167,91,0.07889455466800332,2.067109634551495,-7.840899038882043,4.466084620550714,False
2022-05-07 16:00:00,114.651406491468,0.0370440731797958,0.000979039208,0.24559505952590183,3095,1544,2130,82,0.0742560922872202,2.0045336787564767,-3.4403111092313643,-0.5143040822886524,False
2022-05-07 17:00:00,230.51250648708,0.06862533685236082,0.00101524,0.5949308064371702,3359,1732,2191,101,0.13309036171309468,1.9393764434180139,101.05510568179032,8.529886914378038,False
2022-05-07 18:00:00,47.894319637699,0.015832832938082315,0.00097,0.09081033839399186,3025,1527,1933,55,0.03136497684197708,1.9810085134250164,-79.22268063994028,-9.943435546293545,False
2022-05-07 19:00:00,53.662178234539,0.020234607177427977,0.000855566607,0.2593533707741446,2652,1283,1834,42,0.04182554811733359,2.0670303975058455,12.04288658962378,-12.330578512396695,False
2022-05-07 20:00:00,95.165519605115,0.039471389301167566,0.00086437,0.3237107926049095,2411,1266,1556,66,0.07517023665490916,1.9044233807266984,77.34188722116183,-9.087481146304677,False
2022-05-07 21:00:00,168.644891041149,0.05965507288332119,0.001431514179,0.3875236151696429,2827,1392,1594,108,0.12115293896634267,2.030890804597701,77.21217909693902,17.254251347988394,False
2022-05-07 22:00:00,868.105290757091,0.2687632479124121,0.0014578135615,4.309776033788386,3230,1322,1911,252,0.6566605830235182,2.443267776096823,414.7533882572672,14.255394411036427,False
2022-05-07 23:00:00,656.723099627167,0.23420937932495256,0.0016840000000000002,2.218794452510676,2804,1251,1656,252,0.5249585128914205,2.2414068745003997,-24.34983329563325,-13.18885448916408,False
2022-05-08 00:00:00,155.99083764451,0.06893099321454264,0.001,0.5472264108004948,2263,1145,1417,85,0.13623653942751965,1.976419213973799,-76.24709139467323,-19.293865905848783,False
2022-05-08 01:00:00,257.981115213107,0.10152739677808224,0.001260460224,0.5634529601283458,2541,1233,1547,177,0.20923042596359043,2.0608272506082725,65.38222315404462,12.284577993813528,False
2022-05-08 02:00:00,915.0501543925631,0.2212403661490723,0.002506606124,4.992357947624532,4136,1960,1788,378,0.466862323669675,2.110204081632653,254.69656514845278,62.77056277056276,False
2022-05-08 03:00:00,478.869026684194,0.12752836929006497,0.002543685235,0.7788873017055561,3755,2072,1742,268,0.23111439511785425,1.8122586872586872,-47.66745577983305,-9.211798839458417,False
2022-05-08 04:00:00,628.4356705306,0.23318577756237474,0.001650418783,1.888740110781196,2695,1373,1558,192,0.4577098838533139,1.9628550619082301,31.23330921651832,-28.22902796271638,False
2022-05-08 05:00:00,399.659471704328,0.10795771791040734,0.002956754545,1.2661804697700745,3702,2280,1660,206,0.17528924197558246,1.6236842105263158,-36.40407595468156,37.36549165120593,False
2022-05-08 06:00:00,183.927127559407,0.05910254741626189,0.0025892250165,0.5695620032223367,3112,1830,1690,115,0.10050662708164318,1.7005464480874317,-53.97903951204787,-15.937331172339276,False
2022-05-08 07:00:00,182.52856519743,0.05611084082306486,0.00231424,0.471149957459724,3253,1929,1806,94,0.09462341378819596,1.6863659927423535,-0.7603893892842328,4.530848329048842,False
2022-05-08 08:00:00,169.36069980543598,0.0491755806635993,0.002089385,0.6922472260268926,3444,2135,1770,100,0.07932585470980608,1.6131147540983606,-7.214139539064002,5.871503227789732,False
2022-05-08 09:00:00,167.252010396458,0.05893305510798379,0.0009497583785,0.5614106910969893,2838,1583,1781,88,0.10565509184867845,1.7927984838913456,-1.2450877986454278,-17.59581881533101,False
2022-05-08 10:00:00,109.527975248379,0.031249065691406275,0.0015,0.23583586061539055,3505,2044,1885,91,0.053585115092161933,1.7147749510763208,-34.51320854753771,23.502466525722344,False
2022-05-08 11:00:00,129.481573073856,0.04340649449341468,0.00116653,0.32305581011061363,2983,1619,1880,90,0.079976265024,1.8424953675108091,18.217809450259438,-14.893009985734661,False
2022-05-08 12:00:00,220.606808537084,0.07001168154144208,0.001048949673,0.5397130962194592,3151,1605,2006,117,0.13744972494522367,1.963239875389408,70.37699133547781,5.631914180355357,False
2022-05-08 13:00:00,360.149159582408,0.09180452704114403,0.001676,1.470209974512391,3923,2143,2187,128,0.16805840391152962,1.8306112925804947,63.253873246558,24.50015867978419,False
2022-05-08 14:00:00,319.660972136723,0.08551657895578464,0.0012495,0.6852658040776111,3738,1969,2300,200,0.16234686243612137,1.898425596749619,-11.24206078743345,-4.7157787407596246,False
2022-05-08 15:00:00,373.171978282084,0.11213100308956851,0.001176662698,0.8924732263096057,3328,1644,2134,198,0.2269902544294915,2.024330900243309,16.739924735783408,-10.968432316746924,False
2022-05-08 16:00:00,354.219382347828,0.09408217326635537,0.001422,0.9486677532887399,3765,2025,2186,172,0.1749231517767052,1.8592592592592592,-5.078783252029062,13.131009615384626,False
2022-05-08 17:00:00,350.288072773605,0.08961066072489256,0.001493549923,0.8552678087965455,3909,1705,2369,184,0.20544755001384457,2.2926686217008796,-1.1098516258951197,3.8247011952191157,False
2022-05-08 18:00:00,153.81780170258,0.04479260387378567,0.00114177,0.38205829662348706,3434,1615,2123,105,0.09524322086847059,2.126315789473684,-56.0881989259183,-12.151445382450754,False
2022-05-08 19:00:00,63.877434678749,0.022218238149130085,0.000837396867,0.2236525346370102,2875,1367,1959,51,0.04672818923097952,2.103145574250183,-58.47201431063127,-16.278392545136867,False
2022-05-08 20:00:00,127.800705250984,0.03719461736058906,0.0012616413185,0.22658830033498012,3436,2105,1699,104,0.060712924109731115,1.6323040380047507,100.07175600228236,19.51304347826086,False
2022-05-08 21:00:00,64.154413195859,0.023354355003953036,0.00077,0.1628955955274004,2747,1495,1650,54,0.04291265096712976,1.837458193979933,-49.80120565855404,-20.05238649592549,False
2022-05-08 22:00:00,51.051040078645,0.020083021274053894,0.0009088814415,0.09029879696842207,2542,1288,1509,48,0.039635900682177795,1.9736024844720497,-20.42474159526687,-7.462686567164178,False
2022-05-08 23:00:00,151.574340897269,0.05704717384165186,0.000839188377,1.306879287641991,2657,1445,1480,71,0.10489573764516885,1.8387543252595155,196.90744921898974,4.523996852871748,False
2022-05-09 00:00:00,115.569412160851,0.050666116686037266,0.00103079925,0.3007302344227678,2281,1111,1464,91,0.10402287323208911,2.0531053105310533,-23.753973478150037,-14.15129845690628,False
2022-05-09 01:00:00,132.792259648478,0.05358848250543906,0.001017608319,0.5102054563928741,2478,1271,1541,87,0.1044785677800771,1.949645948072384,14.902600234442676,8.636562911003942,False
2022-05-09 02:00:00,381.823393179227,0.10369999814753586,0.0024,1.0441904530003763,3682,1631,2056,251,0.23410385847898652,2.257510729613734,187.53437451096443,48.58757062146892,False
2022-05-09 03:00:00,369.480387956588,0.08521226659515406,0.0010710891295,0.9447158000241328,4336,2671,1939,200,0.13833035865091275,1.623362036690378,-3.2326477222534233,17.762085822922337,False
2022-05-09 04:00:00,253.12237942476798,0.07819659543551684,0.001183,0.5748835953777749,3237,1774,1881,144,0.142684543080478,1.8246899661781286,-31.492336893803273,-25.345940959409596,False
2022-05-09 05:00:00,472.579131966443,0.11467583886591677,0.00125,1.4389854710826109,4121,2599,1924,177,0.181831139656192,1.5856098499422855,86.69986156119438,27.30923694779117,False
2022-05-09 06:00:00,449.415905215046,0.11306060508554616,0.0024864996249999998,1.2676695228361576,3975,2038,2331,194,0.22051810854516488,1.950441609421001,-4.901449341407183,-3.5428294103373004,False
2022-05-09 07:00:00,213.912810235163,0.04613172530411106,0.0015638430719999998,0.3247930773641705,4637,2283,2924,158,0.09369812099656723,2.0310994305738066,-52.40203834512589,16.654088050314474,False
2022-05-09 08:00:00,311.957789971622,0.0659251458097257,0.001945928391,0.5143652621218842,4732,2347,2935,220,0.13291767787457265,2.016190881976992,45.83408521849355,2.048738408453743,False
2022-05-09 09:00:00,271.625442810123,0.058114129826727215,0.002173,0.5086959291605941,4674,2547,2798,177,0.10664524649003651,1.83510011778563,-12.92878346303451,-1.2256973795435333,False
2022-05-09 10:00:00,352.779177000397,0.06240565664256094,0.0020897930030000004,0.4645598783874388,5653,2649,3164,241,0.1331744722538305,2.1340128350320877,29.877073867120664,20.9456568249893,False
2022-05-09 11:00:00,431.142150044565,0.06896067659062141,0.0019001064255,0.9966143556101276,6252,3086,3633,242,0.13970905704619735,2.0259235255994814,22.213038113663906,10.596143640544842,False
2022-05-09 12:00:00,676.850738918341,0.11326150249637566,0.001497150181,1.867725617421819,5976,3072,3462,219,0.2203290165749808,1.9453125,56.990157155448216,-4.414587332053744,False
2022-05-09 13:00:00,620.419949545501,0.10825683991371507,0.0018400745360000002,1.2776713823189996,5731,2557,3552,305,0.24263588171509623,2.241298396558467,-8.337257555930378,-4.09973226238286,False
2022-05-09 14:00:00,433.386245516248,0.07250899205558775,0.00183,0.6432975650459767,5977,2907,3683,285,0.149083675788183,2.0560715514275887,-30.14630721759797,4.292444599546319,False
2022-05-09 15:00:00,594.731192604031,0.11110240848197851,0.002,1.0276589613920388,5353,2306,3505,323,0.2579059811812797,2.3213356461405033,37.228903491293195,-10.440020076961687,False
2022-05-09 16:00:00,914.673184714619,0.15247094260953808,0.002416745981,1.8568425842701943,5999,2699,3606,383,0.33889336225069244,2.222675064838829,53.79606721310879,12.067999252755456,False
2022-05-09 17:00:00,938.684871362569,0.15064754796382104,0.002256887366,1.9850870375692906,6231,2499,4027,376,0.3756241982243173,2.4933973589435774,2.6251656929728195,3.867311218536429,False
2022-05-09 18:00:00,758.170122554981,0.11863090636128634,0.003,0.9748740319864302,6391,2294,3828,521,0.330501361183514,2.7859633827375765,-19.230601697623793,2.5678061306371402,False
2022-05-09 19:00:00,803.540027165288,0.12933205008293708,0.002798739688,1.0670473487457597,6213,2400,3838,525,0.3348083446522034,2.58875,5.984132486969229,-2.7851666405883324,False
2022-05-09 20:00:00,536.586474580361,0.08538931804270544,0.002114516462,0.7841061826188691,6284,2701,3621,350,0.1986621527509667,2.3265457238059977,-33.222184777363275,1.1427651698052488,False
2022-05-09 21:00:00,511.776678490591,0.10491526824325359,0.001879480828,1.0578382459960303,4878,2101,2959,288,0.24358718633535983,2.321751546882437,-4.62363426308362,-22.374283895607896,False
2022-05-09 22:00:00,473.822017273721,0.10191912610748999,0.00168296,0.83676572308388,4649,1819,2746,239,0.2604848912994618,2.5557998900494776,-7.41625455243714,-4.694546945469458,False
2022-05-09 23:00:00,423.944009381308,0.08755555749304171,0.0020590367585,0.6488096508622406,4842,1739,2878,313,0.24378608935095342,2.7843588269120185,-10.52673917083914,4.1514304151430315,False
2022-05-10 00:00:00,492.009793083882,0.08749951859930322,0.0039113,0.4738654829031935,5623,1911,3138,454,0.25746195347141915,2.9424385138670854,16.055371038715084,16.12969847170591,False
2022-05-10 01:00:00,445.40799712858,0.08469442805259175,0.0024,0.47210479351272167,5259,2061,3154,350,0.21611256532196993,2.551673944687045,-9.471721215792329,-6.473412768984533,False
2022-05-10 02:00:00,651.810275966713,0.12755582699935675,0.002578869142,1.297009778162573,5110,2479,2647,317,0.2629327454484522,2.0613150463896734,46.340047814307425,-2.8332382582240023,False
2022-05-10 03:00:00,979.866133562973,0.17023386615062075,0.0020652548910000002,4.355709610852605,5756,3340,2532,384,0.29337309388112964,1.7233532934131737,50.32996098591938,12.641878669275929,False
2022-05-10 04:00:00,376.746971165728,0.07073732090982501,0.0020433745100000003,0.4257458619584495,5326,2671,2643,313,0.14105090646414375,1.9940097341819543,-61.551179466137185,-7.470465601111886,False
2022-05-10 05:00:00,407.068257090585,0.07083143502533235,0.00278996692,0.36656931472525434,5747,2976,2720,364,0.13678368853850303,1.9311155913978495,8.048183063300307,7.90461885092002,False
2022-05-10 06:00:00,479.770438960123,0.08174653926735781,0.0030731844900000003,0.6358783008280946,5869,2793,3092,408,0.17177602540641712,2.1013247404224846,17.859948694884253,2.1228467026274567,False
2022-05-10 07:00:00,704.652497348907,0.12208116724686538,0.0032150193525,1.8404738704721206,5772,2849,3108,452,0.24733327390274026,2.0259740259740258,46.87284587108034,-1.6527517464644759,False
2022-05-10 08:00:00,642.648339636771,0.10307110499386864,0.002,0.9748994415880639,6235,2835,3703,486,0.22668371768492804,2.199294532627866,-8.799253241195116,8.021483021483022,False
2022-05-10 09:00:00,766.456333082528,0.1181708808329522,0.0020319815345000002,1.5087234157338523,6486,3638,3460,421,0.210680685289315,1.782847718526663,19.26527866169141,4.025661587810747,False
2022-05-10 10:00:00,580.145487445072,0.10089486738175166,0.001377844353,1.0902925503124548,5750,3050,3250,383,0.19021163522789247,1.8852459016393444,-24.30808352618765,-11.34751773049646,False
2022-05-10 11:00:00,947.782198727603,0.16240270711576474,0.0018458145,4.250011236225887,5836,3106,3230,287,0.3051455887725702,1.8789439793947198,63.369744182891495,1.4956521739130535,False
2022-05-10 12:00:00,493.480234027213,0.06984858231099972,0.001405,0.6729032845772591,7065,4133,3467,327,0.11940000823305419,1.7094120493588192,-47.933160731472924,21.05894448252228,False
2022-05-10 13:00:00,548.611169003889,0.08560011998812436,0.001684709194,0.8540583492429448,6409,3035,3663,375,0.1807615054378547,2.11169686985173,11.171862857963188,-9.285208775654642,False
2022-05-10 14:00:00,667.019603816486,0.1058761275899184,0.0020001800000000003,1.4729471945976043,6300,2999,3756,397,0.22241400594080893,2.100700233411137,21.58330735912479,-1.7007333437353722,False
2022-05-10 15:00:00,721.310667295668,0.1060595011462532,0.002391914612,0.9646105508150569,6801,3423,3672,534,0.21072470560784928,1.9868536371603855,8.139350503125375,7.952380952380955,False
2022-05-10 16:00:00,381.784272508344,0.07025842335449833,0.001702574187,0.6378258621486361,5434,2903,3122,281,0.131513700485134,1.8718566999655528,-47.070757467135984,-20.099985296279954,False
2022-05-10 17:00:00,680.672313185168,0.11089480501550474,0.0025,0.850394128716014,6138,3756,2887,504,0.18122266059243025,1.634185303514377,78.28715381938416,12.955465587044523,False
2022-05-10 18:00:00,418.495302342802,0.06849350283842913,0.0013321987754999999,0.8495947790463405,6110,3664,2882,222,0.11421815020272981,1.6675764192139737,-38.51736081573869,-0.4561746497230401,False
2022-05-10 19:00:00,391.342878537106,0.08485318268367432,0.0011932216560000001,1.3620613088275042,4612,2199,2703,165,0.17796401934384085,2.0973169622555705,-6.488107191094494,-24.517184942716863,False
2022-05-10 20:00:00,234.779240300031,0.05097247943986778,0.0010851748859999999,0.37666398749742663,4606,2261,2524,181,0.10383867328617027,2.0371517027863777,-40.00676818812485,-0.1300954032957491,False
2022-05-10 21:00:00,432.95964081272797,0.08506083316556541,0.0025529552679999998,0.5949746624388301,5090,1962,2765,331,0.22067259980261364,2.594291539245668,84.41138162788016,10.508033000434214,False
2022-05-10 22:00:00,327.15327764743,0.06855684778864836,0.0034676677275,0.28590687094236833,4772,1706,2494,282,0.19176628232557444,2.7971864009378664,-24.4379275090593,-6.247544204322198,False
2022-05-10 23:00:00,392.11266820742503,0.09554402246769615,0.003806098735,1.0960531135966407,4104,1542,2213,225,0.25428837108133917,2.6614785992217898,19.855949794273855,-13.998323554065383,False
2022-05-11 00:00:00,360.796544025767,0.08328636750363966,0.0018099924715,0.5696032200048072,4332,1688,2476,241,0.21374202845128376,2.566350710900474,-7.986511714814581,5.555555555555558,False
2022-05-11 01:00:00,581.79322230449,0.13255712515481657,0.001754791958,2.648732294442288,4389,1764,2693,218,0.3298147518732936,2.488095238095238,61.25243767937536,1.3157894736842035,False
2022-05-11 02:00:00,331.948264100973,0.08737780050038774,0.00247681,0.9033092786289589,3799,1883,2094,241,0.17628691667603452,2.017525225703664,-42.94394445055205,-13.442697653223966,False
2022-05-11 03:00:00,578.679675613889,0.12522823536331726,0.001932267,1.7105757496420104,4621,2748,2158,213,0.21058212358584025,1.6815866084425037,74.32827286539583,21.637272966570144,False
